"Sitio",Región,Referencia,Latitud,Longitud,Cacicazgos,Formativo,Colonial,Paleoindio,Republicano,Total,Fechas
"La Envidia","","Rey Morales, Fabio, 2009",4.658964,-72.160939,0,0,0,0,0,0,
"Fundo Nuevo","","Rey Morales, Fabio, 2009",4.624594,-72.076936,0,0,0,0,0,0,
"La Jileña","","Rey Morales, Fabio, 2009",4.625097,-72.098833,0,0,0,0,0,0,
"La Primavera","","Rey Morales, Fabio, 2009",4.631964,-72.119614,0,0,0,0,0,0,
"La Guaca SA - 01","","Hernández Venegas, Maryam A., 2008",4.462606,-72.873889,0,0,0,0,0,0,
"Puerto El Jobo SA - 02","","Hernández Venegas, Maryam A., 2008",4.392325,-72.809833,0,0,0,0,0,0,
"Pozo Nº 13","","Hernández Venegas, Maryam A., 2008",4.473322,-72.885031,0,0,0,0,0,0,
"Charco Cachama SA - 03","","Hernández Venegas, Maryam A., 2008",4.452047,-72.863625,0,0,0,0,0,0,
"Corte I","","Reichel Dussan, Elizabeth  , 1976",-1.323889,-69.582222,0,0,0,0,0,0,
"Corte II","","Reichel Dussan, Elizabeth  , 1976",-1.323889,-69.5825,0,0,0,0,0,0,
"Puerto Córdoba","","Reichel Dussan, Elizabeth  , 1976",-1.322842,-69.717139,0,0,0,0,0,0,
"Chorro del Gago","","Reichel Dussan, Elizabeth  , 1976",-1.292181,-70.876975,0,0,0,0,0,0,
"Chorro de La Regadera del Caribe","","Reichel Dussan, Elizabeth  , 1976",-1.232078,-70.903686,0,0,0,0,0,0,
"Pedregal del Miriguao","","Reichel Dussan, Elizabeth  , 1976",-1.031656,-71.262458,0,0,0,0,0,0,
"Chorro del Tijereto","","Reichel Dussan, Elizabeth  , 1976",-1.038244,-71.35725,0,0,0,0,0,0,
"Quebradón del Sol","","Reichel Dussan, Elizabeth  , 1976",-0.923375,-71.454672,0,0,0,0,0,0,
"Estirón del Meta","","Reichel Dussan, Elizabeth  , 1976",-0.940692,-71.670828,0,0,0,0,0,0,
"Chorro del Quinche","","Reichel Dussan, Elizabeth  , 1976",-0.912411,-71.780214,0,0,0,0,0,0,
"Chorro de la Sardina","","Reichel Dussan, Elizabeth  , 1976",-0.580694,-72.184767,0,0,0,0,0,0,
"Chorro del Yari","","Reichel Dussan, Elizabeth  , 1976",-0.609931,-72.257822,0,0,0,0,0,0,
"Chorro de la Campana","","Reichel Dussan, Elizabeth  , 1976",-0.463936,-72.341939,0,0,0,0,0,0,
"Chorro de la Gomitana","","Reichel Dussan, Elizabeth  , 1976",-0.209617,-72.506169,0,0,0,0,0,0,
"Araracuara","","Reichel Dussan, Elizabeth  , 1976",-0.607869,-72.408989,0,0,0,0,0,0,
"TRA-3","","Bolian, Charles E., 1975",-3.846389,-70.219444,0,0,0,0,0,0,
"TRA-4","","Bolian, Charles E., 1975",-3.846389,-70.219722,0,0,0,0,0,0,
"TRA-7","","Bolian, Charles E., 1975",-3.846389,-70.22,0,0,0,0,0,0,
"TRA-2","","Bolian, Charles E., 1975",-3.933056,-70.149722,0,0,0,0,0,0,
"TRA-8","","Bolian, Charles E., 1975",-3.933056,-70.149444,0,0,0,0,0,0,
"TRA-12","","Bolian, Charles E., 1970",-4.205278,-69.933056,0,0,0,0,0,0,
"TRA-14","","Bolian, Charles E., 1970",-4.205278,-69.933333,0,0,0,0,0,0,
"TRA-15","","Bolian, Charles E., 1970",-4.205278,-69.933611,0,0,0,0,0,0,
"Sitio 3","","Bray, Warwick, Colin MacEwan y Leonor Herrera, 1977",-0.604428,-72.401558,0,0,0,0,0,0,
"Sitio 4","","Bray, Warwick, Colin MacEwan y Leonor Herrera, 1977",-0.607364,-72.396028,0,0,0,0,0,0,
"Sitio 15","","Bray, Warwick, Colin MacEwan y Leonor Herrera, 1977",-0.611639,-72.391942,0,0,0,0,0,0,
"sitio 22","","Bray, Warwick, Colin MacEwan y Leonor Herrera, 1977",-0.60875,-72.390972,0,0,0,0,0,0,
"sitio 19","","Bray, Warwick, Colin MacEwan y Leonor Herrera, 1977",-0.6092,-72.391433,0,0,0,0,0,0,
"sitio 21","","Bray, Warwick, Colin MacEwan y Leonor Herrera, 1977",-0.607381,-72.390856,0,0,0,0,0,0,
"Sitio 14","","Bray, Warwick, Colin MacEwan y Leonor Herrera, 1977",-0.611994,-72.392181,0,0,0,0,0,0,
"sitio 7","","Bray, Warwick, Colin MacEwan y Leonor Herrera, 1977",-0.618403,-72.398222,0,0,0,0,0,0,
"Hallazgo 2","","Vivas Salamanca, Angélica, 2009",4.785586,-72.766714,0,0,0,0,0,0,
"Hallazgo 3","","Vivas Salamanca, Angélica, 2009",4.788839,-72.748853,0,0,0,0,0,0,
"ARQ 1","","Barranco Sánchez, José F., 2009",5.465283,-71.811703,0,0,0,0,0,0,
"ARQ 2","","Barranco Sánchez, José F., 2009",5.467861,-71.810697,0,0,0,0,0,0,
"ARQ 3","","Barranco Sánchez, José F., 2009",5.494606,-71.865022,0,0,0,0,0,0,
"ARQ 4","","Vivas Salamanca, Angélica, 2009",5.700772,-71.820625,0,0,0,0,0,0,
"Omé","","Morcote Ríos, Gaspar, 2008",-3.533861,-69.895778,0,0,0,0,0,0,
"Araracuara 25","","Andrade Perez, Ángela, 1983",-0.609644,-72.394336,0,0,0,0,0,0,
"Araracuara 26","","Andrade Perez, Ángela, 1983",-0.605442,-72.396894,0,0,0,0,0,0,
"Araracuara 27 ","","Andrade Perez, Ángela, 1983",-0.607361,-72.396594,0,0,0,0,0,0,
"Araracuara 28","","Andrade Perez, Ángela, 1983",-0.608833,-72.395531,0,0,0,0,0,0,
"Peña Roja","","Mora Camargo, Santiago y Claudia Rocha, 2003",-0.648783,-72.078414,0,0,0,0,0,0,
"Abeja (2.86)","","Herrera, Luisa F., Inés Cavelier de Ferrero, Camilo Rodríguez y Santiago Mora, 1989",-0.587233,-72.399,0,0,0,0,0,0,
"Guayabero I","","Correal Urrego, Gonzalo, Thomas Van Der Hammen y Fernando Piñeros, 1990",2.561261,-72.864875,0,0,0,0,0,0,
"Peñas Rojas","","López Cipagauta, Elizabeth , 1993",2.276669,-73.636592,0,0,0,0,0,0,
"Cachicamos","","López Cipagauta, Elizabeth , 1993",2.317389,-73.128775,0,0,0,0,0,0,
"Vergel","","López Cipagauta, Elizabeth , 1993",2.352114,-73.128825,0,0,0,0,0,0,
"La Carpa","","López Cipagauta, Elizabeth , 1993",2.458672,-72.944814,0,0,0,0,0,0,
"Río Muco. Río Vichada","","Baquero, Álvaro, 1985",4.241708,-70.335194,0,0,0,0,0,0,
"Iculí","","Castaño, Carlos y Álvaro Soto, 1986",5.322106,-68.045433,0,0,0,0,0,0,
"Pozo Azul Sur","","Barsé, William, 1995",5.685469,-67.641794,0,0,0,0,0,0,
"Puerto Arturo (1.86)","","Mora, Santiago, Inés Cavelier y Camilo Rodríguez, 1990",-0.561567,-72.410078,0,0,0,0,0,0,
"Aeropuerto (3.86)","","Cavelier, Inés, Santiago Mora y Luisa F. Herrera, 1991",-0.608194,-72.396992,0,0,0,0,0,0,
"Villa Azul (4.86)","","Cavelier, Inés, Santiago Mora y Luisa F. Herrera, 1991",-0.614711,-72.385339,0,0,0,0,0,0,
"Bringamosal","","Myers, Thomas P., 1972",4.036189,-74.982178,0,0,0,0,0,0,
"El Paraíso","","Salgado López, Héctor, Alba N. Gómez, Juan M. Llanos, Maritza Barón, Yeimy Carranza y Deisy Sabogal, 2008",4.233333,-74.883333,0,0,0,0,0,0,
"Cañada Norte-5kc Ps-D5","","Gutiérrez Olano, Javier E., 2008",2.403611,-75.655472,0,0,0,0,0,0,
"La Cóneca","","Llanos Vargas, Héctor, 1990",1.881111,-76.070053,0,0,0,0,0,0,
"Colegio Juvenil Campesino","","Llanos Vargas, Héctor, 1990",1.851667,-76.034406,0,0,0,0,0,0,
"G.6","","Llanos Vargas, Héctor, 1993",2.183333,-75.666667,0,0,0,0,0,0,
"La Estrella","","Sánchez, Carlos A., 1991",1.981467,-75.956458,0,0,0,0,0,0,
"Las Llanadas","","Ordoñez Hurtado, Hernán, 1993",1.837731,-76.290889,0,0,0,0,0,0,
"La Bélgica","","Chaves Mendoza, Álvaro y Mauricio Puerta Restrepo, 1978",2.327861,-76.140889,0,0,0,0,0,0,
"Losada","","Chaves Mendoza, Álvaro y Mauricio Puerta Restrepo, 1978",2.336389,-76.145278,0,0,0,0,0,0,
"El Salado","","Chaves Mendoza, Álvaro y Mauricio Puerta Restrepo, 1978",2.346667,-76.138333,0,0,0,0,0,0,
"El Parador","","Cubillos Chaparro, Julio C., 1980",1.912811,-76.250219,0,0,0,0,0,0,
"Las Brisas","","Hernández Bacca, Judith, 2007",3.976667,-75.173889,0,0,0,0,0,0,
"M-21","","Chacín Lara, Regina, 2009",4.458056,-75.488056,0,0,0,0,0,0,
"La Curtiembre","","Langebaek Rueda, Carl H. y Alejandro Dever, 2000",10.869608,-74.849914,0,0,0,0,0,0,
"La sierra","","Langebaek Rueda, Carl H. y Alejandro Dever, 2000",10.887664,-74.840942,0,0,0,0,0,0,
"Paricuica 2","","Correal Urrego, Gonzalo, 1980",10.226389,-75.518889,0,0,0,0,0,0,
"Soplaviento 1","","Correal Urrego, Gonzalo, 1980",10.358889,-75.146731,0,0,0,0,0,0,
"No hay como Dios","","Caro Cubillos, Bibiana, 2006",9.483333,-73.966667,0,0,0,0,0,0,
"San Alberto","","Castellanos de Sanint, Zaida, 1975",7.806325,-73.42875,0,0,0,0,0,0,
"Carraipia","","Rivera Escobar, Sergio, 1992",11.166667,-72.333333,0,0,0,0,0,0,
"Vivero","","Martínez García, Luz E. y José L. Acevedo Zapata, 2008",11.037878,-74.238475,0,0,0,0,0,0,
"Papare","","Langebaek Rueda, Carl H., 1987",11.052717,-74.22675,0,0,0,0,0,0,
"Cueva funeraria de La Paz","","Reichel Dolmatoff, Gerardo, 1946",10.388128,-73.124411,0,0,0,0,0,0,
"Los Patios","","Villamizar Rincón, María, 1972",8.783333,-74.166667,0,0,0,0,0,0,
"Monsú","","Reichel Dolmatoff, Gerardo, 1985",10.176667,-75.505,0,0,0,0,0,0,
"La Loma","","Reichel Dolmatoff, Gerardo, 1951",10.925686,-72.768617,0,0,0,0,0,0,
"Portacelli","","Reichel Dolmatoff, Gerardo, 1951",10.973303,-72.768361,0,0,0,0,0,0,
"El Horno","","Reichel Dolmatoff, Gerardo, 1951",10.977264,-72.770642,0,0,0,0,0,0,
"Los Cocos","","Reichel Dolmatoff, Gerardo, 1951",10.960361,-72.775881,0,0,0,0,0,0,
"Plazoleta","","Reichel Dolmatoff, Gerardo, 1951",10.959331,-72.776533,0,0,0,0,0,0,
"Villanueva","","Reichel Dolmatoff, Gerardo, 1951",10.606064,-72.987081,0,0,0,0,0,0,
"El Hatico","","Reichel Dolmatoff, Gerardo, 1951",10.39535,-73.143467,0,0,0,0,0,0,
"El Porvenir","","Reichel Dolmatoff, Gerardo, 1951",10.381742,-73.222536,0,0,0,0,0,0,
"Mesetas","","Restrepo Lotero, John, 2010",6.820189,-72.991556,0,0,0,0,0,0,
"Tipo Zona III","","Restrepo Lotero, John, 2010",7.033458,-73.81385,0,0,0,0,0,0,
"finca Nuevo Oriente","","Alarcón Guevara, Jorge A., 1993",6.866667,-73.516667,0,0,0,0,0,0,
"La Llanada","","Alarcón Guevara, Jorge A., 1993",6.866667,-73.55,0,0,0,0,0,0,
"La Laguna y El Calero","","Pérez Riaño, Pablo F., 2000",6.210858,-73.26055,0,0,0,0,0,0,
"Laboratorio de Metalurgia","","Pradilla Rueda, Helena, 1991",5.552639,-73.354856,0,0,0,0,0,0,
"Hoja Caduca","","Pradilla Rueda, Helena, 1991",5.553558,-73.354683,0,0,0,0,0,0,
"Laboratorio sector Oriental (El Corazón)","","Pradilla Rueda, Helena, 1991",5.553203,-73.354842,0,0,0,0,0,0,
"Huerto-La Colina","","Pradilla Rueda, Helena, 1991",5.553919,-73.357056,0,0,0,0,0,0,
"Cucaita II","","Montaña Sarmiento, Andrés, 1985",5.540347,-73.452942,0,0,0,0,0,0,
"Chiscas","","Silva Celis, Eliécer , 1945",6.555556,-72.503333,0,0,0,0,0,0,
"Zeus-1 (839 msnm)","","Hernández Bacca, Judith, 2007",5.779,-74.334139,0,0,0,0,0,0,
"CIAT 3","","Rodríguez, Carlos A. y David M. Stemper, 1992",3.497058,-76.372483,0,0,0,0,0,0,
"El Retiro. Sitio No 2","","Herrera, Luisa F., 1972",4.291192,-74.305639,0,0,0,0,0,0,
"Búchipas","","Herrera, Luisa F., 1972",4.316989,-74.313669,0,0,0,0,0,0,
"Punto de Hallazgo 6","","Bonilla Useche, Martha J., 2003",4.689639,-74.270083,0,0,0,0,0,0,
"Punto de Hallazgo 12","","Bonilla Useche, Martha J., 2003",4.691806,-74.281639,0,0,0,0,0,0,
"Vereda San Pablo","","Mendoza Vargas, Sandra P. y Nubia E. Quiazua Torres, 1990",4.431628,-74.631739,0,0,0,0,0,0,
"Vereda El Mojón","","Mendoza Vargas, Sandra P. y Nubia E. Quiazua Torres, 1990",4.382994,-74.599606,0,0,0,0,0,0,
"Vereda Guacana","","Mendoza Vargas, Sandra P. y Nubia E. Quiazua Torres, 1990",4.473669,-74.616289,0,0,0,0,0,0,
"Portal Suba, zona 4","","Bonilla Useche, Martha J., 2004",4.747983,-74.094539,0,0,0,0,0,0,
"Tequendama III","","García, Lieselotte de y Sylvia de Gutiérrez, 1983",4.533419,-74.274992,0,0,0,0,0,0,
"La Salada","","Hernández, Cecilia de, 1979",5.220689,-74.726586,0,0,0,0,0,0,
"La Piedra de la Cuadrícula","","Trujillo Téllez, Judith, 2009",4.532428,-74.2803,0,0,0,0,0,0,
"Tibitó 2","","Correal Urrego, Gonzalo, 1981",4.984069,-73.963617,0,0,0,0,0,0,
"Cachipay","","Peña León, Germán, 1991",4.745342,-74.451556,0,0,0,0,0,0,
"Guacamayas I","","Peña León, Germán, 1991",4.532533,-74.583769,0,0,0,0,0,0,
"Guacamayas II","","Peña León, Germán, 1991",4.535742,-74.584322,0,0,0,0,0,0,
"Guacamayas III","","Peña León, Germán, 1991",4.53845,-74.583228,0,0,0,0,0,0,
"Guacamayas IV","","Peña León, Germán, 1991",4.541208,-74.581528,0,0,0,0,0,0,
"Quintas I","","Peña León, Germán, 1991",4.529128,-74.613325,0,0,0,0,0,0,
"Quintas II","","Peña León, Germán, 1991",4.524006,-74.610094,0,0,0,0,0,0,
"Quintas III","","Peña León, Germán, 1991",4.521386,-74.605375,0,0,0,0,0,0,
"Salcedo I","","Peña León, Germán, 1991",4.535828,-74.611444,0,0,0,0,0,0,
"Salcedo II","","Peña León, Germán, 1991",4.545197,-74.611278,0,0,0,0,0,0,
"Salcedo III","","Peña León, Germán, 1991",4.533178,-74.60495,0,0,0,0,0,0,
"Salcedo IV","","Peña León, Germán, 1991",4.534697,-74.60465,0,0,0,0,0,0,
"Salcedo V","","Peña León, Germán, 1991",4.533211,-74.602564,0,0,0,0,0,0,
"La Claridad","","Montoya de Sarasti, Ana C., 1974",4.463667,-74.377422,0,0,0,0,0,0,
"Pueblo Viejo 2","","Haury, Emil W. y Julio C. Cubillos, 1953",4.808083,-74.393014,0,0,0,0,0,0,
"Pueblo Viejo 3","","Haury, Emil W. y Julio C. Cubillos, 1953",4.808414,-74.390947,0,0,0,0,0,0,
"MSQ-9","","Broadbent, Sylvia, 1970",4.684833,-74.258975,0,0,0,0,0,0,
"MSQ-3","","Broadbent, Sylvia, 1970",4.688544,-74.261603,0,0,0,0,0,0,
"MSQ-7","","Broadbent, Sylvia, 1970",4.687717,-74.260725,0,0,0,0,0,0,
"MSQ-4","","Broadbent, Sylvia, 1970",4.689286,-74.263508,0,0,0,0,0,0,
"MSQ-12","","Broadbent, Sylvia, 1970",4.685539,-74.266128,0,0,0,0,0,0,
"MSQ-13","","Broadbent, Sylvia, 1970",4.683383,-74.268858,0,0,0,0,0,0,
"MSQ-6","","Broadbent, Sylvia, 1970",4.684756,-74.276361,0,0,0,0,0,0,
"MSQ-8","","Broadbent, Sylvia, 1970",4.684067,-74.282242,0,0,0,0,0,0,
"MSQ-5","","Broadbent, Sylvia, 1970",4.687892,-74.283844,0,0,0,0,0,0,
"BOJ-5","","Broadbent, Sylvia, 1970",4.690831,-74.302386,0,0,0,0,0,0,
"MAD-1","","Broadbent, Sylvia, 1970",4.693408,-74.261572,0,0,0,0,0,0,
"MAD-2","","Broadbent, Sylvia, 1970",4.699844,-74.261575,0,0,0,0,0,0,
"El Hato (Ha 4)","","Bernal Ruiz, Fernando , 1990",4.710306,-74.193922,0,0,0,0,0,0,
"El Hato (Ha 5)","","Bernal Ruiz, Fernando , 1990",4.70675,-74.193694,0,0,0,0,0,0,
"La Negrita (Ne)","","Bernal Ruiz, Fernando , 1990",4.718308,-74.188667,0,0,0,0,0,0,
"Bo","","Bernal Ruiz, Fernando , 1990",4.723833,-74.189283,0,0,0,0,0,0,
"Cs","","Bernal Ruiz, Fernando , 1990",4.718139,-74.196131,0,0,0,0,0,0,
"Trasval 2 (Ta 2)","","Bernal Ruiz, Fernando , 1990",4.705339,-74.223,0,0,0,0,0,0,
"Trasval 1 (Ta 1)","","Bernal Ruiz, Fernando , 1990",4.707825,-74.227294,0,0,0,0,0,0,
"Sosatama (So)","","Bernal Ruiz, Fernando , 1990",4.703475,-74.223511,0,0,0,0,0,0,
"El Escondite 2 (Es 2)","","Bernal Ruiz, Fernando , 1990",4.725528,-74.185603,0,0,0,0,0,0,
"El Escondite 1 (Es 1)","","Bernal Ruiz, Fernando , 1990",4.728683,-74.188436,0,0,0,0,0,0,
"Catama (Ca 1)","","Bernal Ruiz, Fernando , 1990",4.72635,-74.158728,0,0,0,0,0,0,
"Pozo Hondo 1 (Ph 1)","","Bernal Ruiz, Fernando , 1990",4.761756,-74.219103,0,0,0,0,0,0,
"Laguneta (La)","","Bernal Ruiz, Fernando , 1990",4.726308,-74.193975,0,0,0,0,0,0,
"Terraza II","","Salas Medellín, Rocío y Marisol Tapias, 2000",4.352128,-74.470842,0,0,0,0,0,0,
"Terraza III","","Salas Medellín, Rocío y Marisol Tapias, 2000",4.356925,-74.470264,0,0,0,0,0,0,
"Tumba 2","","Salas Medellín, Rocío y Marisol Tapias, 2000",4.342425,-74.468761,0,0,0,0,0,0,
"Chía II","","Ardila Calderón, Gerardo I., 1984",4.888725,-74.008942,0,0,0,0,0,0,
"Chía III","","Ardila Calderón, Gerardo I., 1984",4.888447,-74.007369,0,0,0,0,0,0,
"Chía VIII","","Ardila Calderón, Gerardo I., 1984",4.884894,-74.002922,0,0,0,0,0,0,
"Hacienda Terreros.  Manzanas P1, G1 y H1.","","Bonilla Useche, Martha J., 2008",4.583592,-74.19315,0,0,0,0,0,0,
"SB 1.2","","Alarcón Guevara, Jorge A., 1990",4.203453,-74.433875,0,0,0,0,0,0,
"SB 1.3","","Alarcón Guevara, Jorge A., 1990",4.207539,-74.445994,0,0,0,0,0,0,
"SB 1.4","","Alarcón Guevara, Jorge A., 1990",4.206253,-74.437878,0,0,0,0,0,0,
"SB 1.5","","Alarcón Guevara, Jorge A., 1990",4.2127,-74.441922,0,0,0,0,0,0,
"CA 2.1","","Alarcón Guevara, Jorge A., 1990",4.005672,-74.504111,0,0,0,0,0,0,
"CA 2.2","","Alarcón Guevara, Jorge A., 1990",3.991119,-74.494969,0,0,0,0,0,0,
"Pozo Pulí-7","","Rodriguez Triviño, Elkin E., 2005",4.659281,-74.760897,0,0,0,0,0,0,
"Sitio 4 (Hacienda Pacoli)","","Pinilla Arteta, David A., 2008",4.235917,-74.718583,0,0,0,0,0,0,
"Corte Arqueológico 1","","Alarcón Guevara, Jorge A., 2005",5.315333,-73.801872,0,0,0,0,0,0,
"Cachipay 1","","Arango de Gómez, Juanita, 1974",4.741389,-74.453889,0,0,0,0,0,0,
"Cachipay 2","","Arango de Gómez, Juanita, 1974",4.718889,-74.460278,0,0,0,0,0,0,
"La Mesa 1","","Arango de Gómez, Juanita, 1974",4.674722,-74.341389,0,0,0,0,0,0,
"La Mesa 2","","Arango de Gómez, Juanita, 1974",4.679167,-74.343056,0,0,0,0,0,0,
"Viotá 1","","Arango de Gómez, Juanita, 1974",4.431944,-74.573611,0,0,0,0,0,0,
"Quinini (excavación)","","Arango de Gómez, Juanita, 1974",4.334722,-74.5,0,0,0,0,0,0,
"Quintas Guaymaral II","","Villada Cardozo, Diana C.; Julio Rodríguez Buitrago y Oscar J. Olave, 2009",4.839072,-74.075628,0,0,0,0,0,0,
"Colorados","","Castaño Uribe, Carlos y Carmen L. Dávila Silva, 1984",5.519983,-74.575344,0,0,0,0,0,0,
"Mayaca","","Castaño Uribe, Carlos y Carmen L. Dávila Silva, 1984",5.443819,-74.638322,0,0,0,0,0,0,
"Pubenza 3","","Correal Urrego, Gonzalo, Javier E. Gutierrez Olano, Kenny J. Calderón Corredor y Diana C. Villada Cardozo, 2004",4.399097,-74.737847,0,0,0,0,0,0,
"SN1","","Pérez Riaño, Pablo F., 1986",6.204764,-72.642544,0,0,0,0,0,0,
"SS1","","Pérez Riaño, Pablo F., 1986",6.047933,-72.684469,0,0,0,0,0,0,
"SS2","","Pérez Riaño, Pablo F., 1986",6.053775,-72.692414,0,0,0,0,0,0,
"SS3","","Pérez Riaño, Pablo F., 1986",6.063322,-72.659158,0,0,0,0,0,0,
"SS4","","Pérez Riaño, Pablo F., 1986",6.071203,-72.656908,0,0,0,0,0,0,
"SS5","","Pérez Riaño, Pablo F., 1986",6.070689,-72.658072,0,0,0,0,0,0,
"SS7","","Pérez Riaño, Pablo F., 1986",6.070689,-72.66,0,0,0,0,0,0,
"SS8","","Pérez Riaño, Pablo F., 1986",6.070689,-72.660278,0,0,0,0,0,0,
"SS6","","Pérez Riaño, Pablo F., 1986",6.066475,-72.707758,0,0,0,0,0,0,
"Socha 1","","Pérez Riaño, Pablo F., 1986",6.052419,-72.666428,0,0,0,0,0,0,
"Su1","","Pérez Riaño, Pablo F., 1986",6.21205,-72.651283,0,0,0,0,0,0,
"SN2","","Pérez Riaño, Pablo F., 1986",6.088281,-72.666944,0,0,0,0,0,0,
"SN3","","Pérez Riaño, Pablo F., 1986",6.144236,-72.726897,0,0,0,0,0,0,
"Pk 0+580 al 0+600","","Rodríguez Ramírez, Camilo, 1999",5.822722,-73.691944,0,0,0,0,0,0,
"Pk 20+567","","Rodríguez Ramírez, Camilo, 1999",5.9165,-72.946944,0,0,0,0,0,0,
"Pk 48+300","","Rodríguez Ramírez, Camilo, 1999",5.741556,-73.159083,0,0,0,0,0,0,
"Ráquira 2","","Falchetti, Ana M., 1975",5.501647,-73.598897,0,0,0,0,0,0,
"Ráquira 3","","Falchetti, Ana M., 1975",5.501656,-73.609892,0,0,0,0,0,0,
"Ráquira 4","","Falchetti, Ana M., 1975",5.517967,-73.636764,0,0,0,0,0,0,
"Suta 1","","Falchetti, Ana M., 1975",5.653358,-73.582311,0,0,0,0,0,0,
"Suta 2","","Falchetti, Ana M., 1975",5.617331,-73.582056,0,0,0,0,0,0,
"Suta 3","","Falchetti, Ana M., 1975",5.615111,-73.580189,0,0,0,0,0,0,
"Suta 4","","Falchetti, Ana M., 1975",5.614419,-73.5821,0,0,0,0,0,0,
"Suta 5","","Falchetti, Ana M., 1975",5.614219,-73.567044,0,0,0,0,0,0,
"Suta 9","","Falchetti, Ana M., 1975",5.616406,-73.582539,0,0,0,0,0,0,
"Suta 6","","Falchetti, Ana M., 1975",5.632111,-73.623642,0,0,0,0,0,0,
"Suta 7","","Falchetti, Ana M., 1975",5.635419,-73.620722,0,0,0,0,0,0,
"Suta 8","","Falchetti, Ana M., 1975",5.623444,-73.626411,0,0,0,0,0,0,
"Suta 10","","Falchetti, Ana M., 1975",5.626275,-73.603236,0,0,0,0,0,0,
"Suta 11","","Falchetti, Ana M., 1975",5.625886,-73.600336,0,0,0,0,0,0,
"Suta 12","","Falchetti, Ana M., 1975",5.617261,-73.605878,0,0,0,0,0,0,
"Suta 13","","Falchetti, Ana M., 1975",5.621744,-73.628258,0,0,0,0,0,0,
"Suta 14","","Falchetti, Ana M., 1975",5.618508,-73.629369,0,0,0,0,0,0,
"Llano I","","Boada Rivas, Ana M., 1987",5.553053,-73.479481,0,0,0,0,0,0,
"Llano II","","Boada Rivas, Ana M., 1987",5.551483,-73.469761,0,0,0,0,0,0,
"Tapias I","","Boada Rivas, Ana M., 1987",5.561394,-73.462481,0,0,0,0,0,0,
"Tapias II","","Boada Rivas, Ana M., 1987",5.564503,-73.459447,0,0,0,0,0,0,
"Siquianeca","","Boada Rivas, Ana M., 1987",5.576725,-73.456225,0,0,0,0,0,0,
"Pupaguá","","Boada Rivas, Ana M., 1987",5.566994,-73.444431,0,0,0,0,0,0,
"Peñitas","","Boada Rivas, Ana M., 1987",5.557453,-73.439742,0,0,0,0,0,0,
"Cucaita II","","Boada Rivas, Ana M., 1987",5.540781,-73.455117,0,0,0,0,0,0,
"Churuvita","","Boada Rivas, Ana M., 1987",5.533236,-73.503664,0,0,0,0,0,0,
"Tunja IV","","Castillo Espitia, Neyla , 1984",5.553628,-73.359886,0,0,0,0,0,0,
"Tunja V","","Castillo Espitia, Neyla , 1984",5.551589,-73.357831,0,0,0,0,0,0,
"Tunja VI","","Castillo Espitia, Neyla , 1984",5.551817,-73.357403,0,0,0,0,0,0,
"Tunja VIII","","Castillo Espitia, Neyla , 1984",5.550842,-73.359553,0,0,0,0,0,0,
"Sitio Km.89+600","","Del Cairo Hurtado, Carlos, 2009",5.444269,-73.434181,0,0,0,0,0,0,
"Sitio Km 90+500","","Del Cairo Hurtado, Carlos, 2009",5.446236,-73.429272,0,0,0,0,0,0,
"Sitio Km 92+000","","Del Cairo Hurtado, Carlos, 2009",5.452925,-73.418908,0,0,0,0,0,0,
"Sitio Km 92+100","","Del Cairo Hurtado, Carlos, 2009",5.453753,-73.418303,0,0,0,0,0,0,
"Sitio Km 93+000","","Del Cairo Hurtado, Carlos, 2009",5.458667,-73.415353,0,0,0,0,0,0,
"Sitio Km 93+850","","Del Cairo Hurtado, Carlos, 2009",5.460261,-73.415828,0,0,0,0,0,0,
"Sitio 1","","Ome Barón, Aura T. y Carlos Del Cairo Hurtado, 2009",6.083433,-74.5672,0,0,0,0,0,0,
"Sitio 2","","Ome Barón, Aura T. y Carlos Del Cairo Hurtado, 2009",6.083578,-74.566917,0,0,0,0,0,0,
"Sitio 3","","Ome Barón, Aura T. y Carlos Del Cairo Hurtado, 2009",6.083431,-74.554064,0,0,0,0,0,0,
"Sitio 4","","Ome Barón, Aura T. y Carlos Del Cairo Hurtado, 2009",6.070833,-74.553503,0,0,0,0,0,0,
"Sitio 5","","Ome Barón, Aura T. y Carlos Del Cairo Hurtado, 2009",6.070778,-74.553431,0,0,0,0,0,0,
"Sitio 6","","Ome Barón, Aura T. y Carlos Del Cairo Hurtado, 2009",6.070625,-74.552847,0,0,0,0,0,0,
"Sitio 8","","Ome Barón, Aura T. y Carlos Del Cairo Hurtado, 2009",6.070656,-74.552694,0,0,0,0,0,0,
"Sitio 9","","Ome Barón, Aura T. y Carlos Del Cairo Hurtado, 2009",6.070239,-74.552294,0,0,0,0,0,0,
"Prospecto 7","","Hernández Bacca, Judith, Melisa I. Arboleda Gómez y  Tulio A. Ceballos Misas, 2009",6.204117,-74.50285,0,0,0,0,0,0,
"Prospecto 8","","Hernández Bacca, Judith, Melisa I. Arboleda Gómez y  Tulio A. Ceballos Misas, 2009",6.191853,-74.510258,0,0,0,0,0,0,
"Prospecto 9","","Hernández Bacca, Judith, Melisa I. Arboleda Gómez y  Tulio A. Ceballos Misas, 2009",6.190894,-74.501258,0,0,0,0,0,0,
